Date,High,Low,Open,Close,Volume,Adj Close
2/24/2010,28.77714348,28.26285744,28.31857109,28.66571426,115141600,25.11199951
2/25/2010,28.97999954,28.12714195,28.19714355,28.8571434,166281500,25.2796936
2/26/2010,29.30999947,28.8571434,28.91142845,29.23142815,126865200,25.60758209
3/1/2010,29.9285717,29.35000038,29.3928566,29.8557148,137523400,26.15447617
3/2/2010,30.11857224,29.6771431,29.98999977,29.83571434,141636600,26.13695526
3/3/2010,29.98142815,29.70571518,29.84857178,29.90428543,93013200,26.19701958
3/4/2010,30.13142776,29.80428505,29.89714241,30.10142899,91510300,26.36972618
3/5/2010,31.38571358,30.66142845,30.70571518,31.27857208,224905100,27.40094185
3/8/2010,31.44142914,31.1785717,31.43000031,31.29714203,107472400,27.417202
3/9/2010,32.1428566,31.12714195,31.18714333,31.86000061,230064800,27.91028786
3/10/2010,32.2114296,31.88571358,31.97571373,32.11999893,149054500,28.13805008
3/11/2010,32.2142868,31.90285683,31.98714256,32.2142868,101425100,28.22065163
3/12/2010,32.53285599,32.25,32.48143005,32.37142944,104080900,28.35831642
3/15/2010,32.2142868,31.4642849,32.19714355,31.97714233,123375700,28.01290894
3/16/2010,32.13999939,31.78714371,32.02571487,32.06428528,111727000,28.08924866
3/17/2010,32.34999847,31.89571381,32.12857056,32.01714325,112739200,28.04794312
3/18/2010,32.1428566,31.80142784,32.01428604,32.09285736,85527400,28.11427498
3/19/2010,32.1771431,31.60428619,32.11285782,31.75,139861400,27.81392097
3/22/2010,32.2857132,31.45000076,31.49571419,32.1071434,114104900,28.126791
3/23/2010,32.68285751,32.01428604,32.23428726,32.62285614,150607800,28.57857704
3/24/2010,32.88571548,32.5014267,32.52000046,32.76714325,149445100,28.70496941
3/25/2010,32.99571609,32.32143021,32.98857117,32.37857056,135571100,28.36456299
3/26/2010,33.13571548,32.65000153,32.70714188,32.98571396,160218800,28.89644432
3/29/2010,33.40999985,33.08856964,33.2857132,33.19857025,135186100,29.08291245
3/30/2010,33.92571259,33.4642868,33.79999924,33.69285583,131827500,29.51591492
3/31/2010,33.80142975,33.49428558,33.6414299,33.57143021,107664900,29.40955544
4/1/2010,34.10428619,33.25,33.91571426,33.70999908,150786300,29.53093529
4/5/2010,34.0728569,33.5385704,33.568573,34.06999969,171126900,29.84630775
4/6/2010,34.31999969,33.8571434,34.02857208,34.22000122,111754300,29.97771263
4/7/2010,34.56000137,34.09428406,34.22142792,34.37142944,157125500,30.11036682
4/8/2010,34.50571442,34.00571442,34.34857178,34.27857208,143247300,30.02902222
4/9/2010,34.55571365,34.35142899,34.49000168,34.54142761,83545700,30.2592907
4/12/2010,34.72428513,34.54428482,34.59999847,34.61285782,83256600,30.32186699
4/13/2010,34.68571472,34.44428635,34.55142975,34.63285828,76552700,30.33938789
4/14/2010,35.11571503,34.86714172,35.04000092,35.09857178,101019100,30.74736977
4/15/2010,35.57571411,35.0728569,35.11142731,35.56000137,94196200,31.15159416
4/16/2010,35.87714386,34.93571472,35.50999832,35.34285736,187636400,30.96137238
4/19/2010,35.41285706,34.5385704,35.29000092,35.29571533,141731100,30.92007446
4/20/2010,35.6071434,34.70857239,35.50571442,34.94142914,184581600,30.60970879
4/21/2010,37.17856979,36.53285599,36.97142792,37.03142929,245597800,32.44061279
4/22/2010,38.1071434,36.59999847,36.8914299,38.06714249,198356200,33.34792328
4/23/2010,38.88285828,38.1428566,38.2842865,38.68999863,199238900,33.8935585
4/26/2010,38.92285538,38.31285858,38.84000015,38.5,119767200,33.72711182
4/27/2010,38.26285553,37.21714401,38.181427,37.43428421,177335900,32.7935257
4/28/2010,37.7142868,36.63000107,37.6071434,37.37142944,189600600,32.73845291
4/29/2010,38.57143021,37.43000031,37.57428741,38.37714386,139710200,33.61949921
4/30/2010,38.65285873,37.2857132,38.47285843,37.29857254,135615900,32.67463303
5/3/2010,38.26856995,37.55428696,37.69142914,38.04999924,113585500,33.332901
5/4/2010,37.61285782,36.67856979,37.55571365,36.95428467,180954900,32.37302399
5/5/2010,36.87714386,35.53285599,36.14714432,36.56999969,220775800,32.0363884
5/6/2010,36.8928566,28.4642849,36.26142883,35.17856979,321465200,30.81744576
5/7/2010,35.22428513,32.17285538,34.81571579,33.69428635,419004600,29.51717377
5/10/2010,36.37857056,35.50428391,35.75,36.2842865,246076600,31.78608131
5/11/2010,37.12714386,35.7857132,35.97714233,36.64571381,212226700,32.10272217
5/12/2010,37.59000015,36.95714188,37.0342865,37.44142914,163594900,32.79977417
5/13/2010,37.8571434,36.62857056,37.60285568,36.90857315,149928100,32.33297348
5/14/2010,36.63999939,35.6428566,36.45142746,36.25999832,189840700,31.76481247
5/17/2010,36.59714127,35.38714218,36.38571548,36.31714249,190708700,31.81487846
5/18/2010,36.93571472,35.7514267,36.7114296,36.05142975,195669600,31.58209991
5/19/2010,36.13142776,34.97857285,35.6428566,35.47714233,256431700,31.0790062
5/20/2010,34.83571243,33.74428558,34.55428696,33.9657135,320728800,29.75494576
5/21/2010,34.92856979,33.04999924,33.25999832,34.61714172,305972800,30.32561684
5/24/2010,35.84285736,35.18000031,35.32571411,35.2514267,188559700,30.88127327
5/25/2010,35.2514267,33.88000107,34.19285583,35.03142929,262001600,30.68854713
5/26/2010,36.01856995,34.82143021,35.72571564,34.87285614,212663500,30.54962921
5/27/2010,36.27000046,35.58714294,35.79999924,36.19285583,166570600,31.70598984
5/28/2010,37.05714417,36.19285583,37.05571365,36.69714355,203903700,32.1477623
6/1/2010,37.99142838,36.99428558,37.09857178,37.26142883,219118200,32.64208221
6/2/2010,37.82857132,37.18999863,37.79142761,37.70714188,172137000,33.03255463
6/3/2010,37.93571472,37.20142746,37.88285828,37.58856964,162526700,32.92866516
6/4/2010,37.41428757,36.37571335,36.88714218,36.56571579,189576100,32.03262711
6/7/2010,37.02142715,35.79285812,36.89857101,35.84857178,221735500,31.40438843
6/8/2010,36.25714111,35.09285736,36.1771431,35.61857224,250192600,31.20290947
6/9/2010,35.98571396,34.6414299,35.92428589,34.74285889,213657500,30.43576241
6/10/2010,35.85428619,34.59999847,34.97714233,35.78714371,194089000,31.35057831
6/11/2010,36.26571274,35.33856964,35.4614296,36.2157135,136439800,31.726017
6/14/2010,37.02142715,36.28714371,36.56571579,36.32571411,150740100,31.82238388
6/15/2010,37.12142944,36.5,36.52000046,37.09857178,146268500,32.49942398
6/16/2010,38.25,37.23285675,37.29999924,38.17856979,195919500,33.44554138
6/17/2010,38.98571396,38.5,38.65714264,38.83856964,218213800,34.02371597
6/18/2010,39.2857132,38.77428436,38.8928566,39.15285873,196155400,34.29902649
6/21/2010,39.8585701,38.38999939,39.66999817,38.59571457,194122600,33.81096268
6/22/2010,39.42428589,38.7857132,38.88000107,39.12142944,179315500,34.27151108
6/23/2010,39.23714447,38.27142715,39.22571564,38.70999908,192114300,33.91107941
6/24/2010,39.02857208,38.29999924,38.7142868,38.42856979,178569300,33.6645546
6/25/2010,38.61000061,37.97285843,38.58000183,38.09999847,137485600,33.37670517
6/28/2010,38.5357132,37.7885704,38.13285828,38.32857132,146237000,33.57693863
6/29/2010,37.77000046,36.32857132,37.73143005,36.59571457,283336200,32.05891037
6/30/2010,36.85285568,35.7157135,36.67285538,35.93285751,184863000,31.47823334
7/1/2010,36.40000153,34.74571609,36.32857132,35.49714279,255724000,31.0965271
7/2/2010,35.84714127,34.74285889,35.7842865,35.27714157,173460700,30.90380287
7/6/2010,36.11428452,35.16571426,35.8571434,35.51856995,153808900,31.11529732
7/7/2010,36.96714401,35.67856979,35.7842865,36.95285797,163639000,32.3717804
7/8/2010,37.55714417,36.41285706,37.49714279,36.86999893,184536100,32.29919815
7/9/2010,37.12857056,36.45142746,36.69857025,37.08856964,108330600,32.49066925
7/12/2010,37.40714264,36.40857315,36.93285751,36.75571442,140719600,32.19907379
7/13/2010,36.62857056,35.20428467,36.61714172,35.97142792,297731000,31.51201057
7/14/2010,36.54285812,35.57143021,35.62571335,36.10428619,203011900,31.62841034
7/15/2010,36.70999908,35.32857132,35.4614296,35.92142868,206216500,31.46821404
7/16/2010,36.42428589,35.48714447,36.16857147,35.70000076,259964600,31.27424622
7/19/2010,35.69714355,34.22857285,35.69714355,35.08285904,256119500,30.73361015
7/20/2010,36.12857056,34.28714371,34.70000076,35.98428726,268737700,31.523283
7/21/2010,37.87857056,36.2857132,37.86999893,36.31999969,296417800,31.81738472
7/22/2010,37.1428566,36.47285843,36.81142807,37.00285721,161329700,32.41556931
7/23/2010,37.19714355,36.61142731,36.72714233,37.13428497,133347200,32.53070831
7/26/2010,37.15714264,36.81571579,37.1428566,37.04000092,105137900,32.44812012
7/27/2010,37.82857132,37.18571472,37.26714325,37.72571564,146192900,33.0488205
7/28/2010,37.9985733,37.17856979,37.66714096,37.27999878,129996300,32.65836334
7/29/2010,37.52142715,36.58571243,37.24428558,36.87285614,160951700,32.30170059
7/30/2010,37.09999847,36.41428757,36.55571365,36.75,112052500,32.19406128
8/2/2010,37.51285553,37.08856964,37.20571518,37.40714264,107013900,32.76974106
8/3/2010,37.6085701,37.06000137,37.28714371,37.41857147,104413400,32.77974319
8/4/2010,37.75428391,37.18714142,37.54857254,37.568573,105093800,32.91115952
8/5/2010,37.59714127,37.22142792,37.38999939,37.38571548,72274300,32.75097656
8/6/2010,37.35571289,36.80428696,37.11142731,37.15571594,111224400,32.54948044
8/9/2010,37.45000076,37.08142853,37.35428619,37.3928566,75782000,32.75722504
8/10/2010,37.20714188,36.79285812,37.12142944,37.05857086,112980000,32.46439743
8/11/2010,36.52714157,35.68714142,36.48571396,35.74142838,155013600,31.31052589
8/12/2010,36.15714264,35.15999985,35.24142838,35.97000122,133730100,31.51076317
8/13/2010,35.98285675,35.58428574,35.95000076,35.58571243,88717300,31.17411804
8/16/2010,35.7157135,35.23143005,35.36857224,35.37714386,79607500,30.99140549
8/17/2010,36.37571335,35.59999847,35.72571564,35.99571609,105660100,31.53329849
8/18/2010,36.38142776,35.93999863,36.05142975,36.15285873,84924000,31.67094803
8/19/2010,36.2114296,35.52571487,36.11999893,35.69714355,106676500,31.27173424
8/20/2010,36.27428436,35.57143021,35.62714386,35.66285706,96057500,31.24170494
8/23/2010,36,35.0357132,35.97000122,35.11428452,103510400,30.76112556
8/24/2010,34.7142868,34.09285736,34.66714096,34.27571487,150641400,30.02652359
8/25/2010,34.85571289,33.88571548,34.00571442,34.69857025,149216900,30.39696121
8/26/2010,35.1071434,34.32571411,35.06428528,34.32571411,116626300,30.07032013
8/27/2010,34.65857315,33.65142822,34.5357132,34.51714325,137097800,30.23802376
8/30/2010,35.1071434,34.38285828,34.39428711,34.6428566,95822300,30.34815407
8/31/2010,34.93714142,34.33571243,34.54999924,34.72857285,105196700,30.42324829
9/1/2010,35.92285538,35.18285751,35.35285568,35.76142883,174259400,31.32805061
9/2/2010,36.02428436,35.50999832,35.89428711,36.02428436,103856900,31.55831146
9/3/2010,36.96857071,36.3571434,36.44142914,36.96714401,130197200,32.3842926
9/7/2010,37.07571411,36.6071434,36.66285706,36.83000183,85639400,32.26415253
9/8/2010,37.77000046,37.01428604,37.11142731,37.56000137,131637800,32.90365982
9/9/2010,38.07428741,37.56000137,37.86285782,37.58142853,109643800,32.9224205
9/10/2010,37.7857132,37.34285736,37.59857178,37.63000107,96885600,32.96496964
9/13/2010,38.32571411,37.9657135,37.97428513,38.14857101,97195000,33.41925812
9/14/2010,38.45285797,37.931427,38.02999878,38.29428482,102037600,33.54690552
9/15/2010,38.62571335,38.26285553,38.31000137,38.60285568,107342200,33.8172226
9/16/2010,39.52428436,38.5,38.60571289,39.50999832,163025800,34.61190414
9/17/2010,39.70857239,39.09714127,39.66999817,39.33856964,158619300,34.46172714
9/20/2010,40.54000092,39.40714264,39.43999863,40.4614296,164669400,35.44539642
9/21/2010,41.04999924,40.39857101,40.55142975,40.5385704,167018600,35.51296616
9/22/2010,41.13999939,40.34428406,40.38714218,41.1071434,146322400,36.01104736
9/23/2010,41.8228569,40.8571434,40.90428543,41.27428436,196529200,36.1574707
9/24/2010,41.93285751,41.50714111,41.72857285,41.75999832,162372000,36.58297729
9/27/2010,42.10428619,41.5728569,41.99714279,41.59428406,120708700,36.43780518
9/28/2010,41.681427,39.2857132,41.681427,40.97999954,258760600,35.89966965
9/29/2010,41.40142822,40.8571434,41.03285599,41.05285645,117411000,35.96348953
9/30/2010,41.42856979,40.17856979,41.2857132,40.5357132,168347900,35.51046371
10/1/2010,40.93999863,40.19285583,40.87857056,40.36000061,112035700,35.35652542
10/4/2010,40.41428757,39.681427,40.22857285,39.80571365,108825500,34.87095261
10/5/2010,41.34999847,40.25999832,40.2857132,41.27714157,125491800,36.15996933
10/6/2010,41.71285629,40.7514267,41.36999893,41.31285858,167717200,36.19127655
10/7/2010,41.49714279,40.98714447,41.47714233,41.31714249,102099900,36.19501877
10/8/2010,42.07143021,41.42856979,41.67285538,42.00999832,164600800,36.80199051
10/11/2010,42.46285629,42.08571243,42.10571289,42.19428635,106938300,36.96341705
10/12/2010,42.7857132,41.7842865,42.20142746,42.64857101,139636000,37.36138153
10/13/2010,43.13714218,42.82857132,42.88571548,42.87714386,157523100,37.56163025
10/14/2010,43.20999908,42.91428757,43.09857178,43.18714142,108824100,37.8331871
10/15/2010,45,43.55857086,43.91999817,44.96285629,230548500,39.38876724
10/18/2010,45.57143021,44.89857101,45.49571609,45.42856979,273252700,39.7967453
10/19/2010,44.82428741,42.86000061,43.34285736,44.21285629,308196000,38.73174667
10/20/2010,44.8928566,43.83856964,44.1428566,44.36142731,180406100,38.86190796
10/21/2010,44.96285629,43.82857132,44.62285614,44.21714401,137865000,38.73550415
10/22/2010,44.29142761,43.75714111,44.15285873,43.92428589,93194500,38.47895432
10/25/2010,44.51428604,44.06285858,44.15571594,44.11999893,98115500,38.65041351
10/26/2010,44.2485733,43.66428757,43.83856964,44.00714111,98232400,38.55154037
10/27/2010,44.27142715,43.65714264,43.95000076,43.97571564,99750700,38.52399826
10/28/2010,44,42.98571396,43.99285889,43.60571289,137762800,38.19986725
10/29/2010,43.69714355,42.98143005,43.4614296,42.99714279,107627800,37.66673279
11/1/2010,43.65714264,43.17142868,43.17428589,43.45428467,105972300,38.06721878
11/2/2010,44.31285858,43.8571434,43.8571434,44.19428635,108482500,38.71547699
11/3/2010,44.69714355,44.07571411,44.48143005,44.68571472,127087100,39.14598465
11/4/2010,45.74000168,45.00428391,45.06428528,45.46714401,160622000,39.83053589
11/5/2010,45.65285873,45.25,45.4271431,45.30428696,90313300,39.68787003
11/8/2010,45.681427,45.2514267,45.31428528,45.51714325,70439600,39.87434387
11/9/2010,45.90000153,44.92856979,45.86428452,45.15428543,95886000,39.55646896
11/10/2010,45.5385704,44.79285812,45.23428726,45.43285751,96056800,39.80049896
11/11/2010,45.48571396,44.8928566,45,45.23571396,90321000,39.62779236
11/12/2010,45.2142868,43.37571335,45.1428566,44.00428391,198961700,38.54902649
11/15/2010,44.36285782,43.75285721,44.06571579,43.86285782,100901500,38.42513657
11/16/2010,43.94285583,42.75999832,43.67428589,43.08428574,164412500,37.74308395
11/17/2010,43.4271431,42.53714371,43.02857208,42.92856979,119862400,37.60665512
11/18/2010,44.23857117,43.52714157,43.59999847,44.06142807,123622800,38.59908676
11/19/2010,44.05714417,43.60571289,43.99571609,43.818573,96210800,38.38635254
11/22/2010,44.76571274,43.69571304,43.81142807,44.76571274,98268800,39.21606445
11/23/2010,44.5357132,43.79428482,44.34999847,44.10428619,129861900,38.63663864
11/24/2010,45.05714417,44.5357132,44.57143021,44.97142792,103431300,39.39628601
11/26/2010,45.38571548,44.70571518,44.81999969,45,59396400,39.42129898
11/29/2010,45.35428619,44.48285675,45.07143021,45.26714325,111446300,39.65533447
11/30/2010,44.90857315,44.40999985,44.79142761,44.45000076,125464500,38.9394989
12/1/2010,45.3928566,45,45.0385704,45.20000076,115437700,39.59651947
12/2/2010,45.57143021,44.98428726,45.36142731,45.45000076,115709300,39.81552124
12/3/2010,45.52142715,45.19142914,45.28714371,45.34857178,85523200,39.72665787
12/6/2010,46.04714203,45.48857117,45.52000046,45.73571396,112120400,40.06581879
12/7/2010,46.2842865,45.44571304,46.25714111,45.45857239,97863500,39.82303238
12/8/2010,45.86000061,45.30142975,45.66143036,45.8585701,80483900,40.17344284
12/9/2010,46.07143021,45.57428741,46.01856995,45.68000031,73537800,40.01700974
12/10/2010,45.86428452,45.51428604,45.66428757,45.79428482,65627800,40.11712265
12/13/2010,46.43714142,45.8571434,46.33856964,45.95285797,109953900,40.25603867
12/14/2010,46.07714462,45.57143021,45.9614296,45.75571442,87752000,40.08333206
12/15/2010,46.1428566,45.59857178,45.7142868,45.76571274,104328000,40.09209824
12/16/2010,46.08714294,45.72857285,45.86999893,45.8928566,80507700,40.20347214
12/17/2010,45.97000122,45.74714279,45.94714355,45.80142975,96732300,40.12338257
12/20/2010,46.17856979,45.4614296,45.94285583,46.02999878,96402600,40.32361984
12/21/2010,46.34142685,46.00714111,46.1428566,46.31428528,64088500,40.57265472
12/22/2010,46.53142929,46.22142792,46.33714294,46.45142746,66480400,40.69280243
12/23/2010,46.45000076,46.16714096,46.42856979,46.22857285,55789300,40.49756622
12/27/2010,46.49142838,45.931427,46.12142944,46.38285828,62454000,40.63274002
12/28/2010,46.66571426,46.43714142,46.55857086,46.49571609,43981000,40.73159409
12/29/2010,46.63571548,46.44285583,46.60285568,46.47000122,40784800,40.70908737
12/30/2010,46.5014267,46.15000153,46.49714279,46.23714447,39373600,40.50508499
12/31/2010,46.2114296,45.90142822,46.13571548,46.08000183,48377000,40.3674202
1/3/2011,47.18000031,46.40571594,46.52000046,47.08142853,111284600,41.24469376
1/4/2011,47.5,46.87857056,47.49142838,47.32714462,77270200,41.45995712
1/5/2011,47.76285553,47.07143021,47.07857132,47.7142868,63879900,41.7991066
1/6/2011,47.8928566,47.55714417,47.81714249,47.67571259,75107200,41.76530838
1/7/2011,48.04999924,47.41428757,47.71285629,48.01714325,77982800,42.06441498
1/10/2011,49.03285599,48.16714096,48.40428543,48.92142868,112140000,42.85658646
1/11/2011,49.27999878,48.49571609,49.26856995,48.80571365,111027000,42.75522232
1/12/2011,49.20428467,48.8571434,49.0357132,49.20285797,75647600,43.10313416
1/13/2011,49.52000046,49.12142944,49.30857086,49.38285828,74195100,43.26081467
1/14/2011,49.78285599,49.20571518,49.41285706,49.78285599,77210000,43.61122513
1/18/2011,49.2514267,46.57143021,47.07428741,48.66428757,470249500,42.6313324
1/19/2011,49.79999924,48.12571335,49.76428604,48.40571594,283903200,42.40481949
1/20/2011,48.32857132,47.15999985,48.06142807,47.52571487,191197300,41.63389969
1/21/2011,47.84000015,46.66143036,47.681427,46.67428589,188600300,40.88802338
1/24/2011,48.20714188,46.67428589,46.69571304,48.20714188,143670800,42.23085785
1/25/2011,48.77714157,47.79571533,48.04714203,48.77142715,136717000,42.72518921
1/26/2011,49.37142944,48.7857132,48.99428558,49.12142944,126718900,43.03180695
1/27/2011,49.24142838,48.97571564,49.11142731,49.02999878,71256500,42.95170975
1/28/2011,49.20000076,47.64714432,49.16714096,48.01428604,148014300,42.06191254
1/31/2011,48.57714462,47.75714111,47.97142792,48.47428513,94311700,42.46488953
2/1/2011,49.37857056,48.7114296,48.75714111,49.29000092,106658300,43.17946625
2/2/2011,49.32143021,49.07857132,49.20714188,49.18857193,64738800,43.09061813
2/3/2011,49.1771431,48.36428452,49.11428452,49.06285858,98449400,42.98048782
2/4/2011,49.52857208,49.0728569,49.09142685,49.5,80460100,43.36343384
2/7/2011,50.4642868,49.66285706,49.69857025,50.26856995,121255400,44.03672409
2/8/2011,50.7885704,50.30714417,50.52571487,50.74285889,95260200,44.4522171
2/9/2011,51.2857132,50.69571304,50.74142838,51.16571426,120686300,44.82265091
2/10/2011,51.42856979,49.7142868,51.05571365,50.64857101,232137500,44.36962128
2/11/2011,51.11428452,50.50571442,50.67856979,50.97857285,91893200,44.65870285
2/14/2011,51.35428619,50.95857239,50.97000122,51.31142807,77604100,44.95029449
2/15/2011,51.42428589,51.07857132,51.31285858,51.41428757,71043700,45.0404129
2/16/2011,52.12857056,51.5,51.54285812,51.87571335,120289400,45.44462585
2/17/2011,51.46714401,50.931427,51.0357132,51.18571472,132645800,44.84017944
2/18/2011,51.3571434,49.931427,51.24428558,50.08000183,204014300,43.87153625
2/22/2011,49.34285736,48.24571609,48.87857056,48.37285614,218138900,42.37602615
2/23/2011,49.23428726,48.37285614,48.39571381,48.94571304,167963600,42.87786865
2/24/2011,49.30714417,48.33856964,49.14571381,48.98285675,124975200,42.91040421
2/25/2011,49.77571487,49.25714111,49.3228569,49.73714447,95004700,43.57117844
2/28/2011,50.72142792,50.15999985,50.1771431,50.45857239,100768500,44.20318222
3/1/2011,50.81714249,49.66857147,50.78142929,49.90142822,114034200,43.71510696
3/2/2011,50.62142944,49.77142715,49.99428558,50.30285645,150647700,44.06676483
3/3/2011,51.39857101,50.84571457,51.02714157,51.36571503,125197100,44.9978714
3/4/2011,51.47000122,51.1071434,51.43857193,51.42856979,113316700,45.0529213
3/7/2011,51.66714096,50.18714142,51.62857056,50.76571274,136530800,44.47223663
3/8/2011,51.05714417,50.32143021,50.70142746,50.8228569,89079200,44.52229691
3/9/2011,50.68000031,50.08571243,50.66999817,50.35285568,113326500,44.11056519
3/10/2011,49.96714401,49.27142715,49.87428665,49.52428436,126884800,43.38470459
3/11/2011,50.33142853,49.2857132,49.33285904,50.2842865,117770100,44.05049515
3/14/2011,50.92571259,50.18714142,50.45428467,50.50857162,108989300,44.2469635
3/15/2011,49.69142914,48.58571243,48.87142944,49.34714127,180270300,43.22953033
3/16/2011,49,46.6085701,48.8571434,47.14428711,290502800,41.29976654
3/17/2011,48.51571274,47.23714447,48.11857224,47.80571365,164855600,41.87918854
3/18/2011,48.31428528,47.1428566,48.16143036,47.23857117,188303500,41.38236237
3/21/2011,48.5342865,47.89428711,47.9985733,48.47142792,102350500,42.46237564
3/22/2011,48.94571304,48.44857025,48.93714142,48.74285889,81480700,42.70016098
3/23/2011,48.60285568,47.99285889,48.46857071,48.45571518,93249100,42.44861603
3/24/2011,49.42856979,48.40857315,48.83571243,49.28142929,101178000,43.17196655
3/25/2011,50.29428482,49.57428741,49.72428513,50.22000122,112227500,43.99417877
3/28/2011,50.61714172,50.06285858,50.45000076,50.06285858,77338800,43.85651016
3/29/2011,50.13714218,49.43714142,49.66571426,50.13714218,88225200,43.9215889
3/30/2011,50.12571335,49.63428497,50.09142685,49.80428696,82351500,43.6300087
3/31/2011,49.97142792,49.43714142,49.47999954,49.78714371,68504800,43.6149826
4/1/2011,50.22714233,49.04285812,50.15857315,49.22285843,104665400,43.12065506
4/4/2011,49.22857285,48.34285736,49.18714142,48.74142838,115021200,42.69891739
4/5/2011,48.8928566,48,48.1414299,48.41285706,120682800,42.41106415
4/6/2011,49.12857056,48.16285706,48.74571609,48.29142761,100634800,42.30469131
4/7/2011,48.63285828,48.00428391,48.29999924,48.29714203,93361800,42.30968857
4/8/2011,48.59285736,47.70714188,48.56000137,47.86571503,94383800,41.93175507
4/11/2011,47.95285797,47.14571381,47.72285843,47.25714111,99736700,41.39862442
4/12/2011,47.67571259,47.17142868,47.21285629,47.48571396,106409800,41.59885788
4/13/2011,48.02000046,47.50285721,47.86000061,48.01856995,86555000,42.06567001
4/14/2011,48,47.43714142,47.82857132,47.48857117,75450200,41.60136032
4/15/2011,47.66285706,46.68571472,47.61428452,46.77999878,113401400,40.98063278
4/18/2011,47.4614296,45.73714447,46.58571243,47.40714264,152474700,41.53003311
4/19/2011,48.28285599,47.38714218,47.58571243,48.26571274,104844600,42.28217316
4/20/2011,49.3928566,48.7857132,49.0728569,48.91571426,175166600,42.85160065
4/21/2011,50.73285675,49.7885704,50.7142868,50.09999847,188452600,43.88904953
4/25/2011,50.5357132,50.04285812,50.04857254,50.43000031,66636500,44.17814636
4/26/2011,50.71285629,49.90714264,50.51714325,50.06000137,84700000,43.85401917
4/27/2011,50.33571243,49.58571243,50.31999969,50.02142715,89053300,43.82022095
4/28/2011,49.9642868,49.36000061,49.45571518,49.5357132,90239800,43.39471436
4/29/2011,50.56428528,49.52428436,49.54000092,50.01856995,251586300,43.81772614
5/2/2011,50.06714249,49.3571434,49.96285629,49.46857071,110678400,43.33590698
5/3/2011,49.98428726,49.37428665,49.71285629,49.74285889,78337000,43.57619476
5/4/2011,50.26142883,49.55428696,49.7514267,49.93857193,97312600,43.74764252
5/5/2011,50.13571548,49.43571472,49.77142715,49.5357132,83992300,43.39471436
5/6/2011,50,49.45857239,49.95571518,49.52285767,70033600,43.38346481
5/9/2011,49.88571548,49.50428391,49.69428635,49.65714264,51186800,43.50109863
5/10/2011,49.95571518,49.52285767,49.84142685,49.92142868,70522900,43.73262405
5/11/2011,50,49.31999969,49.86000061,49.60428619,84000000,43.45479584
